id,Priority,SR start date/time,Service Category,Service Comments
3442,03-Routine,2022-06-16 17:10:00,Building exterior,"I purchased two flag brackets (the one on the home is not usable) and I would like help installing them. There is significant damage on the columns holding up the porch roof, and you can see where brackets were installed in the past. I would like the brackets installed on the outer most columns adjacent to the front door (same place where the brackets appear to have been). Please call for clarification."
3651,02-Urgent,2022-06-17 23:47:00,Doors and locks,Key to the exterior garage door does not read. Battery needs replacement? Also the door will not latch to the striker plate. May need to replace door knob and latch mechanism.
6303,02-Urgent,2022-09-08 07:08:00,Plumbing and bath,Toilet in master bathroom is clogged. Used plunger multiple times--no luck. Tub is also not draining (still) and may be contributing to the issue.
2788,01-Emergency,2022-07-26 11:31:00,Doors and locks,Garage door broken
101,02-Urgent,2022-04-15 08:28:00,Plumbing and bath,Water leaking from underneath kitchen cabinet. Not in the cabinet itself. Water floods out from underneath dishwasher into kitchen.
5320,03-Routine,2022-10-06 18:56:00,Doors and locks,6 blinds are missing and need replaced on back door. Back screendoor is off the tracks.
5348,02-Urgent,2022-10-25 19:13:00,Plumbing and bath,Water is leaking from the pipes underneath the sink. Found sprayer leaking on sink
1993,03-Routine,2022-01-17 11:38:00,Doors and locks,Weather strip is coming off and cold air is coming in house making it cold on first floor.
5967,01-Emergency,2022-09-19 14:50:00,Heating and cooling,The a/c runs continuously and does not get to the temp I would like. I have the temp set to 70 during the day and 68 at night. This has been my setting for over a year without issue. They came out last week to work on it but it didn`t help. Also there was a loud grinding noise that came from the ac unit. Checked a/c unit working fine
2643,02-Urgent,2022-07-20 13:19:00,Heating and cooling,Need new air filter in dining room and unit outside is making a weird noise that sounds like a drill every time it kicks on
1791,03-Routine,2022-02-06 19:39:00,Plumbing and bath,We haven`t had any hot water since 3pm 20210206
5822,01-Emergency,2022-10-09 16:48:00,Environmental Concerns,"suspected hvac mold and suspeted mold in the master. water damaged in HVAC, kitchen, bathroom."
5765,01-Emergency,2022-10-18 11:18:00,Safety equipment,Keeps beeping and saying low battery
3958,03-Routine,2022-03-04 10:16:00,Pest Control,3 mouse in last week
5354,03-Routine,2022-10-17 20:59:00,Electrical and lighting,The refeigerator breaker has begun to trip daily.
5153,02-Urgent,2022-05-08 20:07:00,Appliance,"OVEN is broken, will not heat up, just says PRE but no heat. Broiled does work though."
2191,01-Emergency,2022-01-22 10:12:00,Safety equipment,Replaced batteries but still beeping. They alll need to be reinspected.
1543,03-Routine,2022-02-14 20:21:00,Electrical and lighting,Living room ceiling fan does not work
964,02-Urgent,2022-08-03 11:39:00,Appliance,The disposal is leaking under the sink and was not originally notice so there is black water marks under the sink.
3326,01-Emergency,2022-06-11 10:58:00,Doors and locks,The lock on our front door flashes red when we put the key in. We have to try multiple times before it flashes green and allows us to lock or unlock our door.
5115,03-Routine,2022-05-22 08:53:00,Flooring,"I have submitted multiple tickets, my last one being in January, and there has been no action taken on this. Water is in the flooring which means there is likely mold underneath causing unsafe conditions for my family. Bugs are now coming through the floorboards. The flooring will be replaced immediately or this issue will be taken to Post Command and to court. You are not holding up your end of the lease agreement by providing livable conditions. The lease needs to be broken."
2836,03-Routine,2022-07-11 04:18:00,Plumbing and bath,Faucet is leaking
4445,02-Urgent,2022-05-19 12:58:00,Doors and locks,5/19 Resident submitted through the portal. Resident states the garage bracket bold has broken off and door is not locking or securing anymore.
4406,02-Urgent,2022-05-04 07:47:00,Heating and cooling,5/5 Resident submitted through web. Resident states ac is not truing on. No ac with medical issue.
5645,02-Urgent,2022-10-11 12:27:00,Plumbing and bath,Toilet overflowed in hall bathroom on second floor.
4804,01-Emergency,2022-05-22 18:40:00,Electrical and lighting,5/23 Resident submitted through the portal. Resident states no power.
4840,01-Emergency,2022-05-12 17:47:00,Doors and locks,5/13 Resident submitted through the portal. Resident states neighbors vacated the house but it`s wide open. Requested to secure or lock it. Don`t anyone to enter the unit.
4965,01-Emergency,2022-05-22 20:47:00,Electrical and lighting,5/23 Resident states there is no power in the entire unit for about 4hours already.
2807,03-Routine,2022-07-05 18:18:00,Electrical and lighting,"The storage Unit outlets do not work, there is no electricity in unit Reset GFCI Outlets test all outside outlets and shed has power"
5182,02-Urgent,2022-05-31 07:44:00,Heating and cooling,resident states downstairs AC above 79 typically
2682,01-Emergency,2022-07-25 16:33:00,LHS Inspections,Suspected mold in master bath we final out on the 26th
4330,01-Emergency,2022-05-23 09:44:00,Heating and cooling,Major AC unit Water leak over the weekend damaged the master bedroom ceiling. Sitting Water needs also to be pumped out underneath the AC unit. Mold concerns at this point. Please attend asap.
4609,02-Urgent,2022-05-04 11:58:00,Appliance,"Dishwasher continues to have a pool of dirty water at the bottom. Maintenance has come out to drain it and I was told it was normal to have a pool of water. Dishes are not being cleaned even on ""heavy wash"" setting."
696,03-Routine,2022-08-14 12:36:00,General,Towel bar is broken
4068,01-Emergency,2022-03-28 15:49:00,Safety equipment,Smoke detector beeping
5576,02-Urgent,2022-10-09 10:50:00,Heating and cooling,The heater does not turn on & heat even when turned on thru app and the nest
2571,02-Urgent,2022-07-24 12:01:00,Plumbing and bath,Sink does not drain at all
5471,02-Urgent,2022-10-02 20:27:00,Plumbing and bath,"Toilet in Master bathroom leaking water underneath. Please schedule the service as soon as possible, in afternoon time. Thanks."
6388,03-Routine,2022-09-17 17:36:00,Appliance,Leaks
1414,03-Routine,2022-08-31 08:01:00,General,"There is another fence board loose now and hanging (possibly popped off when they were working on the last board). Additionally, the first one only received a temporary fix, the long board on the bottom is what needs replacing, but it sounded like you all didn`t have the length of board available. This new board is a top long board that is holding the other vertical ones in."
3278,02-Urgent,2022-06-13 14:09:00,Plumbing and bath,"Water heater seems to be constantly draining water. Water isn`t leaking from the drip pan, but again, seems to be constantly draining water. Just want to make sure it`s working properly."
5495,01-Emergency,2022-10-03 14:43:00,Environmental Concerns,Suspect Black Mold in bathroom on wall
5635,02-Urgent,2022-10-04 07:41:00,Heating and cooling,Heater is not working
2459,03-Routine,2022-07-05 20:19:00,Safety equipment,Garage door won't open. Ajusted chain on garage door
1438,03-Routine,2022-08-24 09:51:00,Grounds and landscaping,"The main house water drains are clogged up, causing water to stay trapped encouraging mosquito breeding. The water ducts in the main house need to be cleared. My daughter is allergic to the mosquito bites, however mosquitoes also pose a critical health hazard to the public, please resolve as urgently as possible."
3594,01-Emergency,2022-06-26 23:20:00,Safety equipment,Master bedroom smoke alarm won`t stop tripping the alarm. The smoke detector beeped then triggered the fire alarm. Pressing the button did not fix the issue. Removed the detector and removed the batteries.
1218,01-Emergency,2022-08-02 07:56:00,Safety equipment,Smoke detector keeps chirping need batteries replaced
4059,02-Urgent,2022-03-27 11:42:00,Heating and cooling,The heater is not staying on. We turned off the heater and also flipped the circuit on/off. The heater will turn on for a few minutes then turn back off.
5025,01-Emergency,2022-05-12 17:28:00,Doors and locks,5/13 Resident submitted through the portal. Resident states the key snapped in half and stuck in the lock out of the home. Waiting outside home.
4583,03-Routine,2022-05-22 17:23:00,Heating and cooling,"From the second floor to the top floor, it is significantly hotter than the downstairs. I don't believe the A/C reaches the top floors well. Also could I get assistance with changing the batteries on a fire alarm?"
4757,02-Urgent,2022-05-12 21:04:00,Heating and cooling,5/13 Resident submitted through the portal. Resident states The AC is not turning on at all. Resident even reset the thermostat.
1352,03-Routine,2022-08-15 15:44:00,Electrical and lighting,"Light fixture broken. Bulb flickers and goes out. Multiple attempts to fix by changing bulb (tenant x4 attempts, maintenance 2x attempts) did not resolve. Recommend diagnose light fixture and/or wiring for problem."
6218,01-Emergency,2022-09-28 09:06:00,Safety equipment,We have another fire detector beeping.
1447,01-Emergency,2022-08-12 17:36:00,Doors and locks,Garage entry door hard to lock and Garage door handle broken on door
5001,01-Emergency,2022-05-21 12:40:00,Heating and cooling,5/23 Resident submitted through the portal. Resident states AC is not working. Thermostat states 76 in the house but it`s rising. It`s pretty warm in affecting entire house.
2918,02-Urgent,2022-07-21 11:40:00,Appliance,Seal on the fridge has been broken since we moved in last year. Maintenance said they were going come back with seal and never returned. I have lost hundreds of dollars in produces that has been ruined by the fridge freezing over.
2281,02-Urgent,2022-01-29 07:23:00,Heating and cooling,"Unit is working. Water is splashing out into a puddle (approximately 9inches in diameter, with splash radius to the wall) below HVAC unit. Maintenance came out yesterday (1/28/22) to look at same problem. We were told it was not a problem for this to happen but to reach out if it happened again. While the splashing is less than than before (in December), this has been an ongoing issue."
2360,01-Emergency,2022-07-30 19:46:00,Heating and cooling,We came back from 2 days away and the temperature was 89 degrees upstairs and 82 degrees downstairs. Our a/c was set at 70 before we left.
1258,01-Emergency,2022-08-26 07:30:00,Heating and cooling,We have one bedroom that remains hot despite air conditioner being on
6375,01-Emergency,2022-09-16 06:06:00,Environmental Concerns,Mold growing in rafters and by door.
5021,01-Emergency,2022-05-19 16:48:00,Doors and locks,5/19 Resident submitted through the portal. Resident states resident can`t open it with one of their keys. Resident were only issued one to open the front and back and it is supposed to be 2.
2339,03-Routine,2022-01-29 18:07:00,Windows,Window is cracked on outside. Located in living room. Likely from debris from recent weather.
4504,03-Routine,2022-05-16 21:04:00,Doors and locks,Door needs to be sealed. Water came into my house during the storm today
2930,01-Emergency,2022-07-15 11:30:00,Safety equipment,Alarm is chirping three times intermittently. Internet search says indicative of low battery or malfunction but batteries were replaced in both units within the last 12 months.
5369,03-Routine,2022-10-18 10:04:00,Pest Control,"Follow- up Will has been out several times to set traps, but they mice keep coming back. PLEASE come out to inspect see where the are coming in and cover holes!!!"
5187,01-Emergency,2022-05-22 15:16:00,Heating and cooling,hot upstairs.
5055,03-Routine,2022-05-17 09:37:00,Grounds and landscaping,"There is a snapped tree in our driveway from the storm, as well as multiple low-hanging branches that are touching the tops of the cars and dangerously low. There were no options for my issue in the dropdown boxes, so I chose whatever would allow me to send a message about the outside."
2313,02-Urgent,2022-01-22 18:00:00,Heating and cooling,"Heater is not reaching set temperatures. An email from the NEST App reads: Your system briefly stopped heating your home several times From 11:22 AM on January 7, 2022 to 10:55 AM on January 20, 2022, your heating system briefly stopped heating your home 10 times."
2016,03-Routine,2022-01-22 09:09:00,General,Quarter round needs to be nailed back in.
6607,02-Urgent,2022-09-30 19:35:00,Doors and locks,Front door lock stick and door knob will not turn
4930,01-Emergency,2022-05-13 09:45:00,Moisture Issues,5/13 Resident submitted through the portal. Resident states ceiling has some water stain that seems to be growling.
6423,02-Urgent,2022-09-25 21:53:00,Heating and cooling,Outside Ac unit makes loud grinding noise sometimes when it starts up. Today I had to turn off the system while I was outside because it was so loud. I can also hear it upstairs in the bedrooms.
4143,03-Routine,2022-03-23 08:42:00,Flooring,There are several gaps between the foundation and concrete on our back patio. We had mice coming in and out but have killed several and would like for the holes to be filled in.
2023,02-Urgent,2022-01-21 11:10:00,Plumbing and bath,condensation trap leaks. turns off when running with 16 error code.
1272,01-Emergency,2022-08-03 22:53:00,Doors and locks,"My key does not work on the lock. When I insert the key, the light flashes green but the usual noise does not go off and I cannot unlock the door. My wife`s key works perfectly fine, so I think it`s something wrong with the key, not the door lock. My key does not work on the garage door, or front door."
1245,02-Urgent,2022-08-01 17:31:00,Appliance,Refrigerator will not get cold enough. Please replace. Im tired of throwing away moldy food after 2 days This has been looked at before and we were told the fridge is fine About a thermometer because I didn`t feel like it was fine and it stays at about 48° The FDA says it needs to be below 40° Please fix this. PTE.
1282,03-Routine,2022-08-21 09:38:00,Electrical and lighting,GFI tripod with one item plugged in.
6614,02-Urgent,2022-09-04 09:48:00,Appliance,Water dripping into the refrigerator. Collecting at the bottom.
2177,01-Emergency,2022-01-10 15:55:00,Environmental Concerns,The front yard next to the sidewalk between driveway and entry walk has become a sunken mud pit. There are two drains in the yard area that may be causing it. Request additional hardscape between the driveway and front yard area to allow an easier walk to the kitchen door. Also request help mitigating the mud pit. This started before the snow but had gotten worse.
749,02-Urgent,2022-08-16 09:32:00,Appliance,Inspector found leaking water behind the fridge.
3247,01-Emergency,2022-06-14 06:00:00,General,Last work order of ac unit leak was closed without completion. Ceiling needs to be fixed from leak/water damage. Please send someone over to fix it. Do not close work orders before you actually complete the job.
6527,01-Emergency,2022-09-06 20:31:00,Environmental Concerns,Request update on issue 137508-1. Awaiting status since visit on 8/23.
6524,03-Routine,2022-09-08 18:38:00,Appliance,Dishwasher does not drain. Burning smell during cycle
4918,02-Urgent,2022-05-19 18:17:00,Heating and cooling,5/20 Resident submitted through the portal. Resident states there is no AC in the home. The resident would like window units. Please reach out. Recurring issue.
2449,02-Urgent,2022-07-20 10:04:00,Appliance,Fridge top shelf freezing everything and makes it unusable!
5293,02-Urgent,2022-05-22 17:37:00,Doors and locks,5/23 Resident submitted trough the portal. Resident states garage door won`t close at all.
6204,02-Urgent,2022-09-23 19:37:00,Plumbing and bath,"Hot water will cut out 5 minutes into showering. In more detail: water will heat normally for about 5 minutes into shower, then the water will increase in temperature to nearly scalding temperature, then will only be cold. After this happens, the water heater (which is a Navien NR-240) will have the following error code on its control panel ""16 E. 040"". Looking up this code online seems to mean that the water heater is overheating the water, and then does an emergency auto-shutoff."
1257,03-Routine,2022-08-22 12:26:00,Plumbing and bath,Front water spigot not working.
3762,01-Emergency,2022-06-12 14:12:00,Doors and locks,"The bottom hinge is not attached to the door, causing the bolt to not engage the striker plate, and not engage to hold the door shut."
186,02-Urgent,2022-04-08 12:24:00,Heating and cooling,Thermostat freezes and doesn`t turn on with motion or tapping.
811,03-Routine,2022-08-29 10:23:00,Grounds and landscaping,Request trimming of the tree next to the garage. My neighbors same tree was recently trimmed and it looks great as well as provides easier access to my parking spot. Please trim just like the tree by the garage at 5909 18th (my neighbor). Thank you!
2463,01-Emergency,2022-07-21 05:58:00,Appliance,fan sparked and released smoke when turning on.
3006,02-Urgent,2022-07-05 12:35:00,Plumbing and bath,resident stated that kitchen sink is leaking under the cabinet
790,03-Routine,2022-08-09 16:17:00,Appliance,"Today pest control came to my house and informed me that there was a dead rat in my fridge motor and that is why it smelled bad in my kitchen. I called the housing office they said they would let maintenance know. They would call me back, hours later no call back, no work order done, called the work order people to put in an emergency work order for the fridge. When check on portal, no work order completed. I have breast milk in the fridge, food, etc, this is disgusting"
6193,01-Emergency,2022-09-20 21:05:00,Heating and cooling,"When A/C is running it`s very loud / high pitch whistle coming from the air intake vent which is in the dining room. ""80 decibels"". Never heard an A/C unit do this."
4066,02-Urgent,2022-03-29 07:41:00,Heating and cooling,Heat will not go above 67 degrees again.
3608,03-Routine,2022-06-20 12:31:00,Windows,Front window screen ripped.
316,02-Urgent,2022-04-09 19:37:00,Plumbing and bath,Floor under tub has water damage. Someone was supposed to come back and look at it when the tub was leaking water through roof! Nobody never came back! There`s a line where the water was leaking. Needs to be resolved asap
747,01-Emergency,2022-08-28 22:19:00,Doors and locks,"When the key is inserted in the lock, nothing happens because the batteries appear to be dead. Have tried multiple keys with the same outcome which reasonably assures that the problem is not with the keys, but with the locking mechanism. Problem is with front door, back door and garage door. 8/31 PTE."
4125,03-Routine,2022-03-15 12:42:00,Common Areas,The fenced in backyard is covered in dog poop from previous tenants. Can someone remove?
6001,03-Routine,2022-09-28 10:13:00,Plumbing and bath,Cabinet door broken Toilet paper holder keeps getting loose
6374,01-Emergency,2022-09-26 06:17:00,Doors and locks,The front door lock is dead. No power.
3623,02-Urgent,2022-06-22 16:04:00,Plumbing and bath,Water is leaking under master BR window. Window is on the right when facing the road.
731,01-Emergency,2022-08-14 12:01:00,Doors and locks,"Main door lock key stopped working, we can`t lock the house when leaving. Replaced battery's in lock"
6365,02-Urgent,2022-09-20 11:28:00,Appliance,"Each time we close the refrigerator door, the freezer door pops open. It caused the contents in our freezer to thaw once already and we had to throw most of it away."
1613,03-Routine,2022-02-10 15:33:00,LHS Inspections,"We would like to request consideration for level our backyard. The home is ADA, but the yard is unusable due to the significant hill. Request a retaining wall across the yard to allow the yard to be used."
4767,01-Emergency,2022-05-21 17:47:00,Heating and cooling,5/23 Resident submitted through the portal. Resident states No AC. It turns on but it`s not blowing any air.
3261,01-Emergency,2022-06-07 08:21:00,Heating and cooling,Air smells musty sometimes. Trouble cooling off upstairs. Please inspect to see if all is ok and if anything can be done for cooling upstairs.
2780,02-Urgent,2022-07-09 15:51:00,Plumbing and bath,Downstairs bathroom sink leaking again. The leaks is underneath and in the cabinets somewhere. Cabinet floorboard has discoloration.
37,03-Routine,2022-04-22 18:44:00,General,dryer vent needs to be cleaned out. our vent is located in the neighbors backyard.
4911,03-Routine,2022-05-15 09:32:00,Appliance,5/16 resident submitted through the portal. Resident states garbage disposal screw is coming out and it`s shakes the counter.
5907,03-Routine,2022-10-11 10:50:00,Building exterior,Several Floor Boards on back deck stairs rotten and loose. Safety concern.
4710,02-Urgent,2022-05-10 19:36:00,Doors and locks,Front door lock is not working. No light and it won`t allow us to lock from the outside!
2465,02-Urgent,2022-07-17 11:52:00,Appliance,We`ve been noticing condensation on the top and around the door. The seal might need to be replaced
6418,01-Emergency,2022-09-02 14:25:00,Building exterior,"The siding on the side of the house and on the garage is warped and cracked in some areas. This needs to be repaired asap, due to rain, moisture and mold."
4341,03-Routine,2022-05-27 07:47:00,Appliance,We placed a work order roughly 1 month for our freezer leaking. It began leaking again the next day and it is spilling into our fridge. It is now very loud as well.
2811,03-Routine,2022-07-18 19:57:00,Doors and locks,"Issues sliding the interior door leading to patio, seems out of alignment. Sprayed door frame with w/D 40"
3576,01-Emergency,2022-06-27 21:43:00,Heating and cooling,Nest thermostat has been set to cool. It starts but does not does blow cold air.
1890,01-Emergency,2022-01-16 10:39:00,Doors and locks,Screen door fell off
4933,01-Emergency,2022-05-16 12:26:00,Heating and cooling,"A/C does not work, it`s been over a month and still waiting for part to be replaced. Temperature in home is above 85 degrees, requesting three air units."
5113,02-Urgent,2022-05-13 08:51:00,Doors and locks,5/13 EP Resident submitted through the portal. Resident states lock on the door needs to be changed. Resident can not lock it all the way and unable to secure the unit location.
5426,02-Urgent,2022-10-01 12:04:00,Plumbing and bath,Water heater only warms the water.
1822,03-Routine,2022-02-28 23:29:00,General,The handrail on the upper flight of stairs is broken and falling off.
4676,01-Emergency,2022-05-26 21:01:00,Heating and cooling,Folks: We reported this problem a few days ago. After the technician came we gave it a try. The compressor does not run...
5623,02-Urgent,2022-10-25 08:38:00,Appliance,Dishwasher is not draining
4460,01-Emergency,2022-05-22 17:25:00,Doors and locks,Door lock is unresponsive and we CANNOT lock the door from the outside. This is the THIRD time this has happened in the past month. PLEASE Replace or Fix the lock!
5447,03-Routine,2022-10-09 12:58:00,Pest Control,Request to perform pest control around the outside of the house.
2272,03-Routine,2022-01-05 16:49:00,Storm Damage,"We have a branch that snapped in the front of our house from the weight of the snow and it`s still connected to tree and it`s hanging down towards our front door walkway, needs cut down so it`s safe to use the walkway."
5603,02-Urgent,2022-10-03 10:01:00,Plumbing and bath,The seal on master bathroom toilet is broken and toilet is leaking
2694,03-Routine,2022-07-08 13:12:00,Appliance,Disposal is not clogged that I know of but is giving off a sewage smell even after a deep cleaning. But the sewage smell is very strong. 7/12 Resident rescheduled
3986,02-Urgent,2022-03-14 18:15:00,Plumbing and bath,Ceiling leaking water in master bedroom
5122,01-Emergency,2022-05-11 13:43:00,Safety equipment,5/11 Resident submitted through the portal. Resident states upstairs hallway smoke alarm has been beeping for the past coupe of days every 30mins and changed the batteries but still beeping.
2429,02-Urgent,2022-07-29 10:20:00,Appliance,Food constantly spoils in this fridge way ahead of time. Things don`t get as cold as they should.
4432,02-Urgent,2022-05-26 21:46:00,Appliance,Burning electrical smell. Possible relay/solenoid issue. Will not change stages.
1574,02-Urgent,2022-02-25 11:23:00,Heating and cooling,"Someone came out for a heater work order and the heater temporarily kicked on while the tech was in the house, after leaving, heater hasn`t turned back on."
5147,01-Emergency,2022-05-14 23:34:00,Heating and cooling,This is my second attempt to put in a request. The AC runs all day. The house does not cool. Temperature does not drop in the house. Had to plug in a portable AC unit. And still the AC runs all day. Upstairs is even more uncomfortable as the A/C is blowing warm air.
2503,02-Urgent,2022-07-18 18:02:00,Heating and cooling,Hot water doesn`t work
2658,03-Routine,2022-07-03 08:39:00,Pest Control,Request one time treatment for spiders and ants on exterior only. Please notify us so we have our dog inside.
4736,01-Emergency,2022-05-05 18:55:00,Heating and cooling,"Thermostat set to 68 degrees but temperature in the house has been stuck at or above 76 degrees for several days. There is airflow through the filters and I can adjust the settings just fine, but nothing seems to work."
3117,02-Urgent,2022-06-21 23:27:00,Plumbing and bath,Hot water does not last more than 5 minutes or so when showering or using hot water at all.
225,03-Routine,2022-04-10 17:07:00,Windows,Horizontal Blind by front door broken.
2047,01-Emergency,2022-01-12 12:24:00,Environmental Concerns,mold growing inside one of the bathrooms vanities.
3190,01-Emergency,2022-06-15 10:30:00,Safety equipment,"We submitted a previous work order to have the alarm system checked and a technician came out, but the alarms are still going off (sounding) on their own. Request a technician comes back out to fix the issue, replace the alarms and batteries, etc."
6089,03-Routine,2022-09-25 21:07:00,Appliance,Recent repairs were made to dishwasher following an electrical fire. Dishwasher worked correctly for a week and since Saturday it stopped turning on at all.
3384,01-Emergency,2022-06-23 13:04:00,Plumbing and bath,Please shop-vac ASAP. Recurring problem (gutter remain unfixed) and lots of water needs to be removed from home
4527,02-Urgent,2022-05-27 10:28:00,Appliance,Garbage disposal leaking under kitchen cabinet.
224,01-Emergency,2022-04-19 15:54:00,Doors and locks,Side door lock doesn`t work
3079,01-Emergency,2022-06-18 05:22:00,Heating and cooling,AC isn`t work and unit is making a screeching noice
1511,03-Routine,2022-02-25 17:55:00,Plumbing and bath,Maintence has came out twice due to very little warm water. I was told if continues to put a work order in for a new water heater. Only have hot water for 5-10 minutes then waiting two to three hours for another 5-10 minutes this does not work with a family of 5.
4400,01-Emergency,2022-05-10 15:52:00,Doors and locks,Batteries need to be replaced on both front door and garage door. Electronic keys will not work.
6178,03-Routine,2022-09-02 06:16:00,Pest Control,Treat for ants
6269,02-Urgent,2022-09-28 07:56:00,Heating and cooling,Heater will not kick on but AC will
705,01-Emergency,2022-08-31 09:54:00,Electrical and lighting,There is a regular outlet within 10 inches of the kitchen sink and needs to be changed to a GFCI outlet.
4795,01-Emergency,2022-05-11 19:40:00,Doors and locks,Front door lock does not respond to keys. Maintenance was here today and said they fixed it but it is still not working. CANNOT lock/ unlock the door from outside.
4387,01-Emergency,2022-05-22 18:15:00,Electrical and lighting,5/23 Resident submitted through the portal. Resident states no power.
656,03-Routine,2022-08-24 14:17:00,General,Missing two shelf support clips for kitchen cabinets (x2 needed total). Thank you! Left clips for resident
4660,01-Emergency,2022-05-22 20:58:00,Plumbing and bath,5/23 resident submitted through the portal. Resident states no hot water in the entire unit.
6441,03-Routine,2022-09-02 18:01:00,Appliance,Dishwasher not cleaning dishes even after running twice. *THIS IS THE THIRD WORK ORDER ON THE DISHWASHER*
3962,01-Emergency,2022-03-28 14:21:00,Doors and locks,The front door does not lock or unlock with key anymore
5866,02-Urgent,2022-10-21 08:24:00,Heating and cooling,set to certain temp but never reaches it...just keeps cycling on and off.
496,02-Urgent,2022-04-29 07:40:00,Heating and cooling,Nest doesn`t have power
5145,01-Emergency,2022-05-09 20:58:00,Safety equipment,"This device is expired and no longer works. Need a new one, currently don`t have a fire detector upstairs."
5742,01-Emergency,2022-10-21 06:47:00,Environmental Concerns,Kids keep getting dry coughs. Seems to happen when heater or AC is on. Request mold check in HVAC and ducts
2737,01-Emergency,2022-07-20 21:16:00,Environmental Concerns,Smells musty. Also wall near shower tub in master is discolored and paint fell off.
4934,01-Emergency,2022-05-18 17:20:00,Heating and cooling,5/19 Resident submitted through the portal. Resident states AC is not working. Recurring problem. AC is not even working. Asking when it will be changed. Mnt came and had to ordered a new AC unit. waiting for response.
6385,01-Emergency,2022-09-14 06:24:00,Safety equipment,"Smoke detector keeps chirping in the bedroom closest to the front of the house, across from laundry room."
4556,01-Emergency,2022-05-20 17:56:00,Doors and locks,Front exterior handle hard to open
235,01-Emergency,2022-04-21 07:57:00,Safety equipment,Keeps beeping at night waking us up even after services with new batteries
3840,03-Routine,2022-03-06 07:33:00,Electrical and lighting,"Light fixture in dining room needs to be risen, it hangs too low."
2242,03-Routine,2022-01-05 14:58:00,Storm Damage,"Branch looks like it was cut up and moved out of the way. Fence was damaged during snow storm, needs repaired still 1/31/2022 AA"
4946,02-Urgent,2022-05-16 12:55:00,Plumbing and bath,Master bathroom toilet leaks from behind.
2011,03-Routine,2022-01-05 14:41:00,Storm Damage,Tree broke in half in the front of the house. Also the tree (work order submitted previously and ignored by landscape) fell on the back porch. Several Tree branches also broke on the side of the house.
4543,03-Routine,2022-05-20 13:15:00,Common Areas,Safety Hazard. Patio floor board is raised and detached from base.
3076,03-Routine,2022-06-13 13:28:00,Appliance,Dish washer is leaking when running a load
2891,01-Emergency,2022-07-19 14:00:00,Doors and locks,Lock on front door is not specific to my key. Anybody in the neighborhood can unlock my front door.
3465,02-Urgent,2022-06-27 13:06:00,Appliance,Water comming out of the dishwasher.
620,01-Emergency,2022-08-07 12:24:00,Environmental Concerns,Mold and moisture on ceiling in living room
6489,01-Emergency,2022-09-06 14:02:00,Safety equipment,The alarms go off every time oven is used (there is no smoke at these times and vent fan is being used properly).
6046,03-Routine,2022-09-09 16:44:00,Electrical and lighting,GFI keeps tripping in kitchen and bathrooms
5997,01-Emergency,2022-09-11 18:25:00,Doors and locks,The storm door closer is broken
3898,02-Urgent,2022-03-11 12:07:00,Plumbing and bath,We have limited hot water. One bathtub full. With a household of 4 we should not have to share bathwater.
2910,01-Emergency,2022-07-14 13:36:00,Safety equipment,"It started chirping and i replaced the battery but it is still not working as intended. When i test the a different alarm it seems to work in sync with the other alarms but it doesn`t work when i press the test button. Would like to have all the alarms tested in the bedrooms and main spaces, along with having the batteries changed. Replaced smoke detector"
3260,01-Emergency,2022-06-03 20:05:00,Environmental Concerns,Shower has mold behind walls that`s leaking into tub. Plus walls behind shower are caving in
5589,02-Urgent,2022-10-11 12:33:00,Doors and locks,Garage door does not open/ close. Exterior door to garage does not lock. Dead bolt mechanism not present. Hand rail from garage to back yard has fallen over in storm.
6517,01-Emergency,2022-09-28 20:02:00,Safety equipment,The smoke detector beeps 3 times every minute next to the master bedroom.
314,02-Urgent,2022-04-08 06:33:00,Plumbing and bath,No hot water
4748,02-Urgent,2022-05-06 19:41:00,Plumbing and bath,5/9 Resident submitted through web. The handle of the sink faucet is not turning off the water anymore and there`s a steady stream coming out of the faucet.
6094,01-Emergency,2022-09-06 09:34:00,Safety equipment,Replacement due at 05/23/22. 2ea
1441,03-Routine,2022-08-16 19:34:00,Plumbing and bath,Front OUTSIDE spicket constantly drips. Keeps making the front flower bed muddy.
5900,03-Routine,2022-10-19 13:22:00,Electrical and lighting,Please replace the garage sensors. I am constantly submitting service request orders on the garage due to the sensors not working properly. Thank you.
1880,03-Routine,2022-01-18 10:55:00,Electrical and lighting,fridge still makes random squeal noise for short and long durations. third time reporting. crisper drawers cracked. request new fridge.
286,02-Urgent,2022-04-19 20:19:00,Plumbing and bath,No hot water and i flipped the switch in the box and still not working
2703,01-Emergency,2022-07-17 10:25:00,Plumbing and bath,House had gas leak Saturday morning. Fire department identified a gas leak at the stove. Maintenance determined new stove is required. Currently do not have an operational stove or running hot water. Request assistance as soon as possible. Thank you!
1265,02-Urgent,2022-08-30 21:11:00,Plumbing and bath,Sounds like faucet is dripping downstairs while upstairs faucet is turned on - cannot see any leaks or water
1183,02-Urgent,2022-08-19 07:39:00,Electrical and lighting,Garage Door will not go up and down properly. Requesting a replacement. Maintenance has already came out once to assist with issue.
5881,03-Routine,2022-10-05 14:08:00,Flooring,The border trim along the floor is coming off the wall and showing the nails. It is located in my living room behind the sofa. It looks like the nails are no longer to be able to hold it in place.
